Date,Message
2026-04-08T13:00:00.878+03:00,MC_LOG_HEADER: bar_idx|setup_id|direction|entry_price|mc_pct_agree|mc_dir_pct|mc_confirmed|mc_confidence|actual_pnl|actual_mae|actual_mfe|exit_reason
2026-04-08T13:00:00.878+03:00,MC_LOG:1420|L2|LONG|3.4884|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1444|L5|LONG|3.5313|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1458|V3|LONG|3.4881|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1469|L5|LONG|3.5265|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1473|V2|SHORT|3.5572|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1480|S6|SHORT|3.5618|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1487|S6|SHORT|3.571|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1509|L5|LONG|3.6388|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1523|S5|SHORT|3.6356|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1543|V2|SHORT|3.5919|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1557|S6|SHORT|3.5766|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1573|L5|LONG|3.5834|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1576|V2|SHORT|3.5739|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1593|S6|SHORT|3.5642|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1600|S6|SHORT|3.5478|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1613|L2|LONG|3.6354|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1621|L5|LONG|3.6826|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1627|L5|LONG|3.7756|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1633|V2|SHORT|3.7833|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1636|S5|SHORT|3.802|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1639|L5|LONG|3.7865|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1647|S5|SHORT|3.8189|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1673|S8|SHORT|3.8634|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
2026-04-08T13:00:00.878+03:00,MC_LOG:1690|L5|LONG|3.938|NaN|NaN|false|NaN|NaN|NaN|NaN|OPEN
